Sample 1,,
Time (min),Abs,
0.05177083611,-0.8994920254,
0.05197916552,-0.8989405632,
0.05218749866,-0.8983513713,
0.05239583552,-0.8952013254,
0.05260416865,-0.897824049,
0.05281250179,-0.8991731405,
0.0530208312,-0.8961952925,
0.05322916806,-0.896116972,
0.05343750119,-0.8974967003,
0.05364583433,-0.8987109065,
0.05385416746,-0.8985000849,
0.0540625006,-0.8958258629,
0.05427083373,-0.8970332742,
0.05447916687,-0.8958901763,
0.0546875,-0.8963568211,
0.05489583686,-0.8952133656,
0.05510416627,-0.8990743756,
0.0553124994,-0.8973038197,
0.05552083254,-0.8984670639,
0.0557291694,-0.8969171643,
0.05593750253,-0.8984694481,
0.05614583194,-0.8974508047,
0.05635416508,-0.8979274035,
0.05656250194,-0.8988906741,
0.05677083507,-0.8972206116,
0.05697916821,-0.898363173,
0.05718749762,-0.8966251016,
0.05739583448,-0.898665607,
0.05760416761,-0.899110496,
0.05781250075,-0.8995526433,
0.05802083388,-0.8990240693,
0.05822916701,-0.8968239427,
0.05843750015,-0.8953867555,
0.05864583328,-0.8982163668,
0.05885416642,-0.899948895,
0.05906250328,-0.8975934386,
0.05927083269,-0.8978642225,
0.05947916582,-0.8967559338,
0.05968749896,-0.8991987705,
0.05989583582,-0.8987275362,
0.06010416895,-0.8980685472,
0.06031249836,-0.8971642256,
0.0605208315,-0.8973918557,
0.06072916836,-0.8994873166,
0.06093750149,-0.8973502517,
0.06114583462,-0.8948150873,
0.06135416403,-0.8941195011,
0.06156250089,-0.8987011313,
0.06177083403,-0.8966116905,
0.06197916716,-0.898560822,
0.06218750402,-0.8957530856,
0.06239583343,-0.898999989,
0.06260416657,-0.8981513381,
0.0628124997,-0.8966821432,
0.06302083284,-0.8968497515,
0.06322916597,-0.8962891102,
0.06343749911,-0.8961369991,
0.06364583224,-0.898385942,
0.06385416538,-0.8995112181,
0.06406249851,-0.8979021311,
0.0642708391,-0.8989731073,
0.06447916478,-0.8965626359,
0.06468749791,-0.8981698155,
0.06489583105,-0.8962510228,
0.06510417163,-0.8980810642,
0.06531250477,-0.8980659246,
0.06552083045,-0.8984809518,
0.06572916359,-0.8984855413,
0.06593750417,-0.8982601166,
0.06614583731,-0.898498714,
0.06635417044,-0.8957538009,
0.06656249613,-0.8979663253,
0.06677083671,-0.8958067894,
0.06697916985,-0.8993262649,
0.06718750298,-0.8959792256,
0.06739582866,-0.895760119,
0.06760416925,-0.8987604976,
0.06781250238,-0.8970419168,
0.06802083552,-0.898247838,
0.06822916865,-0.8982524872,
0.06843750179,-0.8964717388,
0.06864583492,-0.8985954523,
0.06885416806,-0.8977280855,
0.06906250119,-0.8986816406,
0.06927083433,-0.8980751634,
0.06947916746,-0.8998216987,
0.0696875006,-0.8973208666,
0.06989583373,-0.89825207,
0.07010417432,-0.8979278207,
0.0703125,-0.8990560174,
0.07052083313,-0.8985561132,
0.07072916627,-0.8998525739,
0.0709374994,-0.8962972164,
0.07114583999,-0.8950195313,
0.07135416567,-0.8987331986,
0.07156249881,-0.8975445628,
0.07177083939,-0.8992546797,
0.07197916508,-0.8984092474,
0.07218750566,-0.8976133466,
0.07239583135,-0.8987371325,
0.07260416448,-0.8945145607,
0.07281250507,-0.8959726095,
0.07302083075,-0.89563483,
0.07322917134,-0.8976773024,
0.07343750447,-0.8958275914,
0.07364583015,-0.8966727257,
0.07385417074,-0.898355782,
0.07406249642,-0.8958328366,
0.07427083701,-0.8996136189,
0.07447917014,-0.8985483646,
0.07468749583,-0.8992641568,
0.07489583641,-0.8980210423,
0.07510416955,-0.90007478,
0.07531250268,-0.8990611434,
0.07552083582,-0.8951575756,
0.0757291615,-0.8997777104,
0.07593750209,-0.8973508477,
0.07614583522,-0.8952026367,
0.07635416836,-0.8960278034,
0.07656250149,-0.8986462951,
0.07677083462,-0.8971520662,
0.07697916776,-0.8990768194,
0.07718750089,-0.8980773687,
0.07739584148,-0.8968604803,
0.07760416716,-0.8966962099,
0.0778125003,-0.8976687789,
0.07802083343,-0.89828372,
0.07822916657,-0.9002181292,
0.07843750715,-0.8980475664,
0.07864583284,-0.8989468217,
0.07885416597,-0.8991841078,
0.07906250656,-0.898065865,
0.07927083224,-0.8991922736,
0.07947917283,-0.8987933397,
0.07968749851,-0.897577107,
0.07989583164,-0.8965445161,
0.08010417223,-0.8987302184,
0.08031249791,-0.8986014128,
0.0805208385,-0.8955777884,
0.08072917163,-0.8970410228,
0.08093749732,-0.8973184824,
0.0811458379,-0.897611618,
0.08135416359,-0.8970205188,
0.08156250417,-0.8954434991,
0.08177083731,-0.8964512348,
0.08197916299,-0.8982244134,
0.08218750358,-0.8995571733,
0.08239583671,-0.8992100954,
0.08260416985,-0.8976039886,
0.08281250298,-0.8986549973,
0.08302082866,-0.8961217403,
0.08322916925,-0.8992344141,
0.08343750238,-0.8968718052,
0.08364583552,-0.8993380666,
0.08385416865,-0.8992706537,
0.08406250179,-0.8999121785,
0.08427083492,-0.8986792564,
0.08447916806,-0.8963738084,
0.08468750119,-0.8955026865,
0.08489583433,-0.8972945213,
0.08510416746,-0.8986897469,
0.0853125006,-0.8994076848,
0.08552083373,-0.8975963593,
0.08572917432,-0.8996701837,
0.0859375,-0.8978249431,
0.08614583313,-0.8985438347,
0.08635416627,-0.8975550532,
0.0865624994,-0.8947418928,
0.08677083999,-0.8966943026,
0.08697916567,-0.898011148,
0.08718749881,-0.897811532,
0.08739583939,-0.8986476064,
0.08760416508,-0.8977513909,
0.08781250566,-0.8999098539,
0.08802083135,-0.8987352848,
0.08822916448,-0.8952361941,
0.08843750507,-0.8990374804,
0.08864583075,-0.8970611095,
0.08885417134,-0.8995767832,
0.08906250447,-0.8980553746,
0.08927083015,-0.8991288543,
0.08947917074,-0.8986507058,
0.08968749642,-0.8992705345,
0.08989583701,-0.8999629617,
0.09010417014,-0.8987769485,
0.09031249583,-0.8988301754,
0.09052083641,-0.8959197998,
0.09072916955,-0.8969484568,
0.09093750268,-0.8991059661,
0.09114583582,-0.8962125182,
0.0913541615,-0.8991426826,
0.09156250209,-0.8986703753,
0.09177083522,-0.8991593719,
0.09197916836,-0.8978639841,
0.09218750149,-0.8971641064,
0.09239583462,-0.8984686732,
0.09260416776,-0.9004071355,
0.09281250089,-0.8984309435,
0.09302084148,-0.8998618126,
0.09322916716,-0.8969991207,
0.0934375003,-0.8988255858,
0.09364583343,-0.8998599648,
0.09385416657,-0.8979410529,
0.09406250715,-0.8952984214,
0.09427083284,-0.8994200826,
0.09447916597,-0.896427393,
0.09468750656,-0.8972001672,
0.09489583224,-0.8971568942,
0.09510417283,-0.8952188492,
0.09531249851,-0.897353828,
0.09552083164,-0.8969836235,
0.09572917223,-0.8984745145,
0.09593749791,-0.8988804817,
0.0961458385,-0.8979231715,
0.09635417163,-0.8983951807,
0.09656249732,-0.8959023952,
0.0967708379,-0.898439765,
0.09697916359,-0.8980881572,
0.09718750417,-0.8974658251,
0.09739583731,-0.8980261683,
0.09760416299,-0.8987689018,
0.09781250358,-0.8987057805,
0.09802083671,-0.8986398578,
0.09822916985,-0.8973176479,
0.09843750298,-0.8973612785,
0.09864582866,-0.8989157081,
0.09885416925,-0.8988677859,
0.09906250238,-0.8959505558,
0.09927083552,-0.8967915177,
0.09947916865,-0.8984572887,
0.09968750179,-0.8973950744,
0.09989583492,-0.8977176547,
0.1001041681,-0.8949913979,
0.1003125012,-0.8993989825,
0.1005208343,-0.899881959,
0.1007291675,-0.898722887,
0.1009375006,-0.8990833759,
0.1011458337,-0.9000629187,
0.1013541743,-0.8973140121,
0.1015625,-0.8978644013,
0.1017708331,-0.8995944262,
0.1019791663,-0.898257792,
0.1021874994,-0.8976575136,
0.10239584,-0.8985948563,
0.1026041657,-0.9000479579,
0.1028124988,-0.8990049958,
0.1030208394,-0.8985055685,
0.1032291651,-0.8996011615,
0.1034375057,-0.8974866867,
0.1036458313,-0.8995498419,
0.1038541645,-0.8963681459,
0.1040625051,-0.8970923424,
0.1042708308,-0.8967732787,
0.1044791713,-0.8955501914,
0.1046875045,-0.8987382054,
0.1048958302,-0.8974899054,
0.1051041707,-0.8984421492,
0.1053124964,-0.8961397409,
0.105520837,-0.8963563442,
0.1057291701,-0.8949763179,
0.1059374958,-0.8968001604,
0.1061458364,-0.8990778327,
0.1063541695,-0.8960045576,
0.1065625027,-0.8970596194,
0.1067708358,-0.8972091079,
0.1069791615,-0.896055162,
0.1071875021,-0.8995730281,
0.1073958352,-0.89578861,
0.1076041684,-0.8991687298,
0.1078125015,-0.899332881,
0.1080208346,-0.8987978697,
0.1082291678,-0.8978080153,
0.1084375009,-0.8966122866,
0.1086458415,-0.8975734711,
0.1088541672,-0.8988300562,
0.1090625003,-0.8981968164,
0.1092708334,-0.8963409066,
0.1094791666,-0.8980377316,
0.1096875072,-0.8977307081,
0.1098958328,-0.8984342217,
0.110104166,-0.8978693485,
0.1103125066,-0.8974730372,
0.1105208322,-0.8984392881,
0.1107291728,-0.8959743381,
0.1109374985,-0.8946256638,
0.1111458316,-0.8965895772,
0.1113541722,-0.8978441358,
0.1115624979,-0.8976738453,
0.1117708385,-0.895970583,
0.1119791716,-0.898134768,
0.1121874973,-0.9004164934,
0.1123958379,-0.8953362703,
0.1126041636,-0.9002155662,
0.1128125042,-0.8981158733,
0.1130208373,-0.8974468112,
0.113229163,-0.8988132477,
0.1134375036,-0.8986391425,
0.1136458367,-0.8971854448,
0.1138541698,-0.8973525763,
0.114062503,-0.8961986303,
0.1142708287,-0.8961079717,
0.1144791692,-0.8970174789,
0.1146875024,-0.8984923959,
0.1148958355,-0.896317482,
0.1151041687,-0.8975829482,
0.1153125018,-0.8974260688,
0.1155208349,-0.8973532319,
0.1157291681,-0.8999884129,
0.1159375012,-0.8969299197,
0.1161458343,-0.897113204,
0.1163541675,-0.898851037,
0.1165625006,-0.897225976,
0.1167708337,-0.8974827528,
0.1169791743,-0.8981488943,
0.1171875,-0.8959659338,
0.1173958331,-0.8959356546,
0.1176041663,-0.896329999,
0.1178124994,-0.8970868587,
0.11802084,-0.8988568783,
0.1182291657,-0.896099925,
0.1184374988,-0.8983781338,
0.1186458394,-0.8974116445,
0.1188541651,-0.8969190121,
0.1190625057,-0.8992472291,
0.1192708313,-0.8950123191,
0.1194791645,-0.8960442543,
0.1196875051,-0.9002858996,
0.1198958308,-0.8971785307,
0.1201041713,-0.8992040753,
0.1203125045,-0.8981727362,
0.1205208302,-0.8970554471,
0.1207291707,-0.8954470158,
0.1209374964,-0.8953537941,
0.121145837,-0.8994058967,
0.1213541701,-0.8992264271,
0.1215624958,-0.8971402049,
0.1217708364,-0.8943578005,
0.1219791695,-0.8955068588,
0.1221875027,-0.8978210688,
0.1223958358,-0.8990303278,
0.1226041615,-0.8978649378,
0.1228125021,-0.8989149332,
0.1230208352,-0.8959274292,
0.1232291684,-0.8966796398,
0.1234375015,-0.8983473182,
0.1236458346,-0.896392107,
0.1238541678,-0.8981665969,
0.1240625009,-0.8956552148,
0.1242708415,-0.8979794383,
0.1244791672,-0.8974804878,
0.1246875003,-0.8957121372,
0.1248958334,-0.8998193145,
0.125104174,-0.8971830606,
0.1253125072,-0.8935544491,
0.1255208403,-0.8990551829,
0.1257291734,-0.8994165659,
0.1259375066,-0.8977199793,
0.1261458397,-0.9001206756,
0.1263541728,-0.8985954523,
0.126562506,-0.8975378871,
0.1267708391,-0.8981682062,
0.1269791722,-0.8976217508,
0.1271875054,-0.898847878,
0.1273958385,-0.8983926773,
0.1276041716,-0.8990560174,
0.1278125048,-0.8977559805,
0.1280208379,-0.9001284838,
0.128229171,-0.898454845,
0.1284375191,-0.8999263048,
0.1286458373,-0.8971274495,
0.1288541704,-0.8950451016,
0.1290625036,-0.8946532607,
0.1292708367,-0.8949064016,
0.1294791847,-0.8978710771,
0.129687503,-0.8982439637,
0.1298958361,-0.8974202871,
0.1301041842,-0.8999788761,
0.1303125024,-0.8991171718,
0.1305208504,-0.8970312476,
0.1307291687,-0.8986515999,
0.1309375018,-0.8984603882,
0.1311458498,-0.8974174857,
0.1313541681,-0.8973964453,
0.1315625161,-0.8953533769,
0.1317708492,-0.897937119,
0.1319791675,-0.8981360197,
0.1321875155,-0.8979616761,
0.1323958337,-0.8982237577,
0.1326041818,-0.8980135322,
0.1328125149,-0.8995748758,
0.1330208331,-0.8994547725,
0.1332291812,-0.8954812288,
0.1334375143,-0.898812592,
0.1336458325,-0.8976539969,
0.1338541806,-0.8976728916,
0.1340625137,-0.8991842866,
0.1342708468,-0.897621572,
0.13447918,-0.8978174329,
0.1346874982,-0.8986552358,
0.1348958462,-0.8982976079,
0.1351041794,-0.8977189064,
0.1353125125,-0.8991368413,
0.1355208457,-0.8983932137,
0.1357291639,-0.8975073099,
0.1359375119,-0.8999079466,
0.1361458451,-0.8988777995,
0.1363541782,-0.8962105513,
0.1365625113,-0.8985558748,
0.1367708445,-0.8961355686,
0.1369791776,-0.8990034461,
0.1371875107,-0.8997703195,
0.1373958439,-0.9003029466,
0.137604177,-0.8973504901,
0.1378125101,-0.8980631828,
0.1380208433,-0.8942635059,
0.1382291764,-0.897375226,
0.1384375095,-0.8993376493,
0.1386458427,-0.8963395357,
0.1388541758,-0.8946140409,
0.1390625238,-0.8987419009,
0.1392708421,-0.8981593847,
0.1394791752,-0.8974090219,
0.1396875083,-0.8970994353,
0.1398958415,-0.898253262,
0.1401041895,-0.8982507586,
0.1403125077,-0.8985094428,
0.1405208409,-0.8988810778,
0.140729174,-0.8986573219,
0.1409375072,-0.8957701921,
0.1411458552,-0.8987755179,
0.1413541734,-0.8986603618,
0.1415625066,-0.8976038098,
0.1417708397,-0.8956306577,
0.1419791728,-0.8962682486,
0.1421875209,-0.8977234364,
0.142395854,-0.8952070475,
0.1426041722,-0.8986415267,
0.1428125054,-0.8996454477,
0.1430208385,-0.8982893825,
0.1432291865,-0.8962358832,
0.1434375197,-0.8987995386,
0.1436458379,-0.8979192376,
0.143854171,-0.8983803391,
0.1440625042,-0.8993477225,
0.1442708522,-0.8971425295,
0.1444791853,-0.9001963735,
0.1446875036,-0.8996180892,
0.1448958367,-0.8952873349,
0.1451041698,-0.8963409662,
0.1453125179,-0.8984346986,
0.145520851,-0.8982924819,
0.1457291842,-0.898685813,
0.1459375024,-0.8975541592,
0.1461458355,-0.8962423205,
0.1463541836,-0.897583425,
0.1465625167,-0.9007716775,
0.1467708498,-0.8961434364,
0.1469791681,-0.8966425061,
0.1471875012,-0.8951466084,
0.1473958492,-0.8981268406,
0.1476041824,-0.8993983269,
0.1478125155,-0.8972871304,
0.1480208337,-0.8956332207,
0.1482291669,-0.9008280635,
0.1484375149,-0.8987607956,
0.148645848,-0.8994367719,
0.1488541812,-0.9007241726,
0.1490625143,-0.8992611766,
0.1492708325,-0.8988533616,
0.1494791806,-0.89866364,
0.1496875137,-0.8972340822,
0.1498958468,-0.8974558711,
0.15010418,-0.8982388377,
0.1503124982,-0.8977546692,
0.1505208462,-0.8992564678,
0.1507291794,-0.9005148411,
0.1509375125,-0.8965342641,
0.1511458457,-0.8998169303,
0.1513541639,-0.8958294988,
0.1515625119,-0.899548173,
0.1517708451,-0.8962250948,
0.1519791782,-0.8980334401,
0.1521875113,-0.8996059895,
0.1523958445,-0.8998032808,
0.1526041776,-0.8975563645,
0.1528125107,-0.8988229036,
0.1530208439,-0.8991247416,
0.153229177,-0.8975174427,
0.1534375101,-0.8969224691,
0.1536458433,-0.8996199369,
0.1538541764,-0.8990939856,
0.1540625095,-0.8995482326,
0.1542708427,-0.8975299001,
0.1544791758,-0.8983912468,
0.1546875238,-0.9002271891,
0.1548958421,-0.8952922225,
0.1551041752,-0.8970421553,
0.1553125083,-0.8955613971,
0.1555208415,-0.8989320993,
0.1557291895,-0.8981931806,
0.1559375077,-0.8973551393,
0.1561458409,-0.897384584,
0.156354174,-0.8962729573,
0.1565625072,-0.8977766037,
0.1567708552,-0.8988714814,
0.1569791734,-0.894513309,
0.1571875066,-0.8972323537,
0.1573958397,-0.899012506,
0.1576041728,-0.899012506,
0.1578125209,-0.8984134793,
0.158020854,-0.8993977308,
0.1582291722,-0.8983882666,
0.1584375054,-0.8989326358,
0.1586458385,-0.8989223838,
0.1588541865,-0.8981935978,
0.1590625197,-0.8981392384,
0.1592708379,-0.8971807361,
0.159479171,-0.8985507488,
0.1596875042,-0.8996598721,
0.1598958522,-0.8979954123,
0.1601041853,-0.8991901278,
0.1603125036,-0.8986960053,
0.1605208367,-0.8988385201,
0.1607291698,-0.8989890814,
0.1609375179,-0.8950996995,
0.161145851,-0.8947854638,
0.1613541842,-0.8971180916,
0.1615625024,-0.8948854208,
0.1617708355,-0.8971040249,
0.1619791836,-0.8973200321,
0.1621875167,-0.8976289034,
0.1623958498,-0.896912992,
0.1626041681,-0.8959729075,
0.1628125012,-0.8993349075,
0.1630208492,-0.9000419378,
0.1632291824,-0.8982420564,
0.1634375155,-0.8980714083,
0.1636458337,-0.8963329196,
0.1638541669,-0.8938427567,
0.1640625149,-0.8987755179,
0.164270848,-0.8964920044,
0.1644791812,-0.8989520669,
0.1646875143,-0.899631381,
0.1648958325,-0.8980197906,
0.1651041806,-0.895262599,
0.1653125137,-0.89670825,
0.1655208468,-0.8976343274,
0.16572918,-0.897669971,
0.1659374982,-0.8997743726,
0.1661458462,-0.8984841108,
0.1663541794,-0.8968321085,
0.1665625125,-0.8989755511,
0.1667708457,-0.8997005224,
0.1669791639,-0.899900198,
0.1671875119,-0.8973948956,
0.1673958451,-0.8979376554,
0.1676041782,-0.8976616263,
0.1678125113,-0.8985570073,
0.1680208445,-0.8994327188,
0.1682291776,-0.9003384709,
0.1684375107,-0.8955786228,
0.1686458439,-0.8974761367,
0.168854177,-0.898337543,
0.1690625101,-0.8987573385,
0.1692708433,-0.8990806341,
0.1694791764,-0.8980880976,
0.1696875095,-0.8971499205,
0.1698958427,-0.8985341191,
0.1701041758,-0.8989782333,
0.1703125238,-0.8986447453,
0.1705208421,-0.8980383277,
0.1707291752,-0.89597857,
0.1709375083,-0.8986965418,
0.1711458415,-0.8980845213,
0.1713541895,-0.8984684348,
0.1715625077,-0.8985000253,
0.1717708409,-0.8968031406,
0.171979174,-0.8973911405,
0.1721875072,-0.8998926878,
0.1723958552,-0.8982520103,
0.1726041734,-0.8992008567,
0.1728125066,-0.8984562755,
0.1730208397,-0.8980021477,
0.1732291728,-0.8991814256,
0.1734375209,-0.8982211351,
0.173645854,-0.8992041945,
0.1738541722,-0.8975681067,
0.1740625054,-0.8969327807,
0.1742708385,-0.8992410898,
0.1744791865,-0.8998522758,
0.1746875197,-0.896674037,
0.1748958379,-0.8997131586,
0.175104171,-0.8973641992,
0.1753125042,-0.8987793326,
0.1755208522,-0.8996180892,
0.1757291853,-0.8994989991,
0.1759375036,-0.8967859149,
0.1761458367,-0.9002144933,
0.1763541698,-0.9007892609,
0.1765625179,-0.9005796909,
0.176770851,-0.8990976214,
0.1769791842,-0.8971780539,
0.1771875024,-0.8980905414,
0.1773958355,-0.8983268142,
0.1776041836,-0.8974305987,
0.1778125167,-0.8970615864,
0.1780208498,-0.8984643221,
0.1782291681,-0.8959980607,
0.1784375012,-0.8992852569,
0.1786458492,-0.8948017955,
0.1788541824,-0.8977660537,
0.1790625155,-0.896061182,
0.1792708337,-0.8956299424,
0.1794791669,-0.8982243538,
0.1796875149,-0.8981708884,
0.179895848,-0.8968582749,
0.1801041812,-0.8963631988,
0.1803125143,-0.8976665735,
0.1805208325,-0.89799124,
0.1807291806,-0.89702034,
0.1809375137,-0.89835006,
0.1811458468,-0.8959514499,
0.18135418,-0.8999296427,
0.1815624982,-0.8990011215,
0.1817708462,-0.8988309503,
0.1819791794,-0.8995347619,
0.1821875125,-0.8981025219,
0.1823958457,-0.8988521695,
0.1826041639,-0.8975943923,
0.1828125119,-0.8988631964,
0.1830208451,-0.9003011584,
0.1832291782,-0.8982619047,
